日期,开盘,最高,最低,收盘,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,IOPV,折价率,溢价率,ETF代码,ETF名称,爬取时间
2022-03-10,1.199,1.222,1.199,1.202,72100.0,86664.2,1.92,0.42,0.0,0.0,0.0,0.0,0.0,512970.0,512970,2026/4/27 12:13:36
2022-03-11,1.2,1.238,1.175,1.201,82600.0,99202.6,5.36,-0.08,-0.0,0.0,0.0,0.0,0.0,512970.0,512970,2026/4/27 12:13:36
2022-03-14,1.196,1.21,1.185,1.185,54800.0,64938.0,2.11,-1.33,-0.02,0.0,0.0,0.0,0.0,512970.0,512970,2026/4/27 12:13:36
2022-03-15,1.19,1.19,1.126,1.126,118900.0,133881.4,5.68,-4.98,-0.06,0.0,0.0,0.0,0.0,512970.0,512970,2026/4/27 12:13:36
2022-03-16,1.113,1.166,1.107,1.166,72000.0,83952.0,5.33,3.55,0.04,0.0,0.0,0.0,0.0,512970.0,512970,2026/4/27 12:13:36
2022-03-17,1.17,1.214,1.17,1.197,104718.0,125347.45,3.76,2.66,0.03,0.0,0.0,0.0,0.0,512970.0,512970,2026/4/27 12:13:36
2022-03-18,1.197,1.224,1.182,1.222,466200.0,569696.4,3.55,2.09,0.02,0.0,0.0,0.0,0.0,512970.0,512970,2026/4/27 12:13:36
2022-03-21,1.22,1.234,1.204,1.234,171900.0,212124.6,2.49,0.98,0.01,0.0,0.0,0.0,0.0,512970.0,512970,2026/4/27 12:13:36
2022-03-22,1.2,1.233,1.2,1.233,168300.0,207513.9,2.75,-0.08,-0.0,0.0,0.0,0.0,0.0,512970.0,512970,2026/4/27 12:13:36
2022-03-23,1.212,1.276,1.212,1.23,34418.0,42334.14,5.28,-0.24,-0.0,0.0,0.0,0.0,0.0,512970.0,512970,2026/4/27 12:13:36
2022-03-24,1.23,1.23,1.225,1.225,6200.0,7595.0,0.41,-0.41,-0.0,0.0,0.0,0.0,0.0,512970.0,512970,2026/4/27 12:13:36
2022-03-25,1.203,1.221,1.2,1.201,4600.0,5524.6,1.75,-1.96,-0.02,0.0,0.0,0.0,0.0,512970.0,512970,2026/4/27 12:13:36
2022-03-28,1.18,1.23,1.18,1.18,3000.0,3540.0,4.24,-1.75,-0.02,0.0,0.0,0.0,0.0,512970.0,512970,2026/4/27 12:13:36
2022-03-29,1.176,1.248,1.176,1.224,32000.0,39168.0,6.12,3.73,0.04,0.0,0.0,0.0,0.0,512970.0,512970,2026/4/27 12:13:36
2022-03-30,1.225,1.229,1.182,1.226,38100.0,46710.6,3.98,0.16,0.0,0.0,0.0,0.0,0.0,512970.0,512970,2026/4/27 12:13:36
2022-03-31,1.282,1.282,1.193,1.246,88900.0,110769.4,7.46,1.63,0.02,0.0,0.0,0.0,0.0,512970.0,512970,2026/4/27 12:13:36
2022-04-01,1.238,1.265,1.181,1.265,38400.0,48576.0,7.11,1.52,0.02,0.0,0.0,0.0,0.0,512970.0,512970,2026/4/27 12:13:36
2022-04-06,1.283,1.283,1.21,1.211,1127100.0,1364918.1,6.03,-4.27,-0.05,0.0,0.0,0.0,0.0,512970.0,512970,2026/4/27 12:13:36
2022-04-07,1.216,1.216,1.185,1.185,76900.0,91126.5,2.62,-2.15,-0.03,0.0,0.0,0.0,0.0,512970.0,512970,2026/4/27 12:13:36
2022-04-08,1.196,1.21,1.174,1.207,918900.0,1109112.3,3.07,1.86,0.02,0.0,0.0,0.0,0.0,512970.0,512970,2026/4/27 12:13:36
2022-04-11,1.178,1.198,1.158,1.158,883400.0,1022977.2,3.45,-4.06,-0.05,0.0,0.0,0.0,0.0,512970.0,512970,2026/4/27 12:13:36
2022-04-12,1.156,1.187,1.143,1.159,68000.0,78812.0,3.85,0.09,0.0,0.0,0.0,0.0,0.0,512970.0,512970,2026/4/27 12:13:36
2022-04-13,1.153,1.16,1.13,1.159,62400.0,72321.6,2.65,0.0,0.0,0.0,0.0,0.0,0.0,512970.0,512970,2026/4/27 12:13:36
2022-04-14,1.153,1.197,1.153,1.18,1038500.0,1225430.0,3.82,1.81,0.02,0.0,0.0,0.0,0.0,512970.0,512970,2026/4/27 12:13:36
2022-04-15,1.181,1.181,1.164,1.164,300.0,349.2,1.46,-1.36,-0.02,0.0,0.0,0.0,0.0,512970.0,512970,2026/4/27 12:13:36
2022-04-18,1.161,1.161,1.161,1.161,100.0,116.1,0.0,-0.26,-0.0,0.0,0.0,0.0,0.0,512970.0,512970,2026/4/27 12:13:36
2022-04-19,1.165,1.186,1.165,1.186,70200.0,83257.2,1.8,2.15,0.02,0.0,0.0,0.0,0.0,512970.0,512970,2026/4/27 12:13:36
2022-04-20,1.186,1.19,1.145,1.153,19000.0,21907.0,3.93,-2.78,-0.03,0.0,0.0,0.0,0.0,512970.0,512970,2026/4/27 12:13:36
2022-04-21,1.137,1.153,1.122,1.122,83200.0,93350.4,2.76,-2.69,-0.03,0.0,0.0,0.0,0.0,512970.0,512970,2026/4/27 12:13:36
2022-04-22,1.122,1.17,1.122,1.155,138600.0,160083.0,4.28,2.94,0.03,0.0,0.0,0.0,0.0,512970.0,512970,2026/4/27 12:13:36
2022-04-25,1.151,1.199,1.082,1.16,351400.0,407624.0,10.81,0.43,0.0,0.0,0.0,0.0,0.0,512970.0,512970,2026/4/27 12:13:36
2022-04-26,1.074,1.156,1.068,1.071,113300.0,121344.3,8.24,-7.67,-0.09,0.0,0.0,0.0,0.0,512970.0,512970,2026/4/27 12:13:36
2022-04-27,1.071,1.098,1.035,1.098,139100.0,152731.8,6.09,2.52,0.03,0.0,0.0,0.0,0.0,512970.0,512970,2026/4/27 12:13:36
2022-04-28,1.086,1.092,1.067,1.085,69800.0,75733.0,2.34,-1.18,-0.01,0.0,0.0,0.0,0.0,512970.0,512970,2026/4/27 12:13:36
2022-04-29,1.077,1.126,1.077,1.126,137600.0,154937.6,4.55,3.78,0.04,0.0,0.0,0.0,0.0,512970.0,512970,2026/4/27 12:13:36
2022-05-05,1.127,1.137,1.115,1.123,41700.0,46829.1,1.97,-0.27,-0.0,0.0,0.0,0.0,0.0,512970.0,512970,2026/4/27 12:13:36
2022-05-06,1.123,1.123,1.099,1.123,43500.0,48850.5,2.18,0.0,0.0,0.0,0.0,0.0,0.0,512970.0,512970,2026/4/27 12:13:36
2022-05-09,1.11,1.122,1.079,1.122,111300.0,124878.6,3.99,-0.09,-0.0,0.0,0.0,0.0,0.0,512970.0,512970,2026/4/27 12:13:36
2022-05-10,1.1,1.113,1.078,1.113,72600.0,80803.8,3.25,-0.8,-0.01,0.0,0.0,0.0,0.0,512970.0,512970,2026/4/27 12:13:36
2022-05-11,1.098,1.145,1.098,1.121,42400.0,47530.4,4.28,0.72,0.01,0.0,0.0,0.0,0.0,512970.0,512970,2026/4/27 12:13:36
